,faculty_school,department,module_code,module_title,module_class,UG,GD,DK,NG,CPE
2471,NUS Business School,BIZ Dean's Office,BMS5511,Sustainability Marketing,S - S01 - 11169,,21,,3,
2472,NUS Business School,BIZ Dean's Office,BMS5512,Marketing Analytics,S - S01 - 11778,,28,,3,0
2473,NUS Business School,BIZ Dean's Office,BMS5512,Marketing Analytics,S - S02 - 12751,,33,,3,
2474,NUS Business School,BIZ Dean's Office,BMS5516,"Customer Centricity and BrandAlignment",S - S01 - 13509,,26,,10,
2475,NUS Business School,BIZ Dean's Office,BMS5602,Business Analysis and Valuation,S - S01 - 11170,,30,,0,
2476,NUS Business School,BIZ Dean's Office,DMB1201ACC,Design Your Own Module,S - SA1 - 4983,50,,,,
2477,NUS Business School,BIZ Dean's Office,DMB1201DAO,Design Your Own Module,S - SA1 - 4988,50,,,,
2478,NUS Business School,BIZ Dean's Office,DMB1201DO,Design Your Own Module,S - SA1 - 4989,50,,,,
2479,NUS Business School,BIZ Dean's Office,DMB1201FIN,Design Your Own Module,S - SA1 - 4993,50,,,,
2480,NUS Business School,BIZ Dean's Office,DMB1201MKT,Design Your Own Module,S - SA1 - 4996,50,,,,
2481,NUS Business School,BIZ Dean's Office,DMB1202ACC,Design Your Own Module,S - SA1 - 4999,50,,,,
2482,NUS Business School,BIZ Dean's Office,DMB1202BSP,Design Your Own Module,S - SA1 - 5002,50,,,,
2483,NUS Business School,BIZ Dean's Office,DMB1202DAO,Design Your Own Module,S - SA1 - 5003,50,,,,
2484,NUS Business School,BIZ Dean's Office,DMB1202FIN,Design Your Own Module,S - SA1 - 5007,50,,,,
2485,NUS Business School,BIZ Dean's Office,DMB1202MKT,Design Your Own Module,S - SA1 - 5008,50,,,,
2486,NUS Business School,BIZ Dean's Office,DMB1202MNO,Design Your Own Module,S - SA1 - 5010,50,,,,
2487,NUS Business School,BIZ Dean's Office,DMB1203ACC,Design Your Own Module,S - SA1 - 5013,50,,,,
2488,NUS Business School,BIZ Dean's Office,DMB1203BSP,Design Your Own Module,S - SA1 - 5015,50,,,,
2489,NUS Business School,BIZ Dean's Office,DMB1203DAO,Design Your Own Module,S - SA1 - 5017,50,,,,
2490,NUS Business School,BIZ Dean's Office,DMB1203DO,Design Your Own Module,S - SA1 - 5020,50,,,,
2491,NUS Business School,BIZ Dean's Office,DMB1203FIN,Design Your Own Module,S - SA1 - 5022,50,,,,
2492,NUS Business School,BIZ Dean's Office,DMB1203MKT,Design Your Own Module,S - SA1 - 5025,50,,,,
2493,NUS Business School,BIZ Dean's Office,DMB1203MNO,Design Your Own Module,S - SA1 - 5026,50,,,,
2494,NUS Business School,BIZ Dean's Office,DMB1204ACC,Design Your Own Module,S - SA1 - 5029,50,,,,
2495,NUS Business School,BIZ Dean's Office,DMB1204BSP,Design Your Own Module,S - SA1 - 5037,50,,,,
2496,NUS Business School,BIZ Dean's Office,DMB1204DAO,Design Your Own Module,S - SA1 - 5039,50,,,,
2497,NUS Business School,BIZ Dean's Office,DMB1204DO,Design Your Own Module,S - SA1 - 5041,50,,,,
2498,NUS Business School,BIZ Dean's Office,DMB1204FIN,Design Your Own Module,S - SA1 - 5043,50,,,,
2499,NUS Business School,BIZ Dean's Office,DMB1204MKT,Design Your Own Module,S - SA1 - 5045,50,,,,
2500,NUS Business School,BIZ Dean's Office,DMB1204MNO,Design Your Own Module,S - SA1 - 5048,50,,,,
2501,NUS Business School,BIZ Dean's Office,STR2000,Career Creation Starter Clinics,S - SA1 - 12588,532,,,,
2502,NUS Business School,Finance,BZD6004,Applied Econometrics II,S - S01 - 11468,,15,,,
2503,NUS Business School,Finance,FIN2004,Finance,L - LA1 - 5276,5,,,,
2504,NUS Business School,Finance,FIN2004,Finance,L - LA2 - 5282,5,,,,
2505,NUS Business School,Finance,FIN2004X,Finance,L - LA1 - 5390,5,,,,
2506,NUS Business School,Finance,FIN2004X,Finance,L - LA2 - 5395,5,,,,
2507,NUS Business School,Finance,FIN2704,Finance,L - LA1 - 5509,112,,,,
2508,NUS Business School,Finance,FIN2704,Finance,L - LA2 - 5512,118,,,,
2509,NUS Business School,Finance,FIN2704X,Finance,L - LA1 - 5614,39,,,2,1
2510,NUS Business School,Finance,FIN2704X,Finance,L - LA2 - 5617,40,,,3,
2511,NUS Business School,Finance,FIN3101A,Corporate Finance,S - SA1 - 5704,5,,,,
2512,NUS Business School,Finance,FIN3101A,Corporate Finance,S - SA2 - 5709,5,,,,
2513,NUS Business School,Finance,FIN3101A,Corporate Finance,S - SA3 - 5717,5,,,,
2514,NUS Business School,Finance,FIN3101B,Corporate Finance,S - SB1 - 5719,5,,,,
2515,NUS Business School,Finance,FIN3101B,Corporate Finance,S - SB2 - 5725,5,,,,
2516,NUS Business School,Finance,FIN3102A,"Investment Analysis and PortfolioManagement",S - SA1 - 5731,5,,,,
2517,NUS Business School,Finance,FIN3102A,"Investment Analysis and PortfolioManagement",S - SA2 - 5736,5,,,,
2518,NUS Business School,Finance,FIN3102B,"Investment Analysis and PortfolioManagement",S - SB1 - 12393,5,,,,
2519,NUS Business School,Finance,FIN3102B,"Investment Analysis and PortfolioManagement",S - SB2 - 12394,5,,,,
2520,NUS Business School,Finance,FIN3102C,"Investment Analysis and PortfolioManagement",S - SC1 - 12395,5,,,,
2521,NUS Business School,Finance,FIN3103A,Financial Markets,S - SA1 - 5754,5,,,,
2522,NUS Business School,Finance,FIN3103A,Financial Markets,S - SA2 - 5759,5,,,,
2523,NUS Business School,Finance,FIN3103A,Financial Markets,S - SA3 - 5766,5,,,,
2524,NUS Business School,Finance,FIN3103A,Financial Markets,S - SA4 - 12396,5,,,,
2525,NUS Business School,Finance,FIN3103B,Financial Markets,S - SB1 - 5771,5,,,,
2526,NUS Business School,Finance,FIN3103B,Financial Markets,S - SB2 - 5778,5,,,,
2527,NUS Business School,Finance,FIN3113,Financial Statement Analysis,S - SA1 - 5782,5,,,,
2528,NUS Business School,Finance,FIN3115,International Financial Management,S - SA1 - 5788,5,,,,
2529,NUS Business School,Finance,FIN3116,Options and Futures,S - SA1 - 5791,5,,,,
2530,NUS Business School,Finance,FIN3117,Bank Management,S - SA1 - 5796,5,,,,
2531,NUS Business School,Finance,FIN3120B,TIF: Transaction Banking,S - SA1 - 5806,5,,,,
2532,NUS Business School,Finance,FIN3130,Financial Modelling,S - SA1 - 5811,5,,,,
2533,NUS Business School,Finance,FIN3131,Fixed Income Securities,S - SA1 - 5818,5,,,,
2534,NUS Business School,Finance,FIN3134,Household Finance,S - SA1 - 5823,5,,,,
2535,NUS Business School,Finance,FIN3701A,Corporate Finance,S - SA1 - 5827,42,,,,3
2536,NUS Business School,Finance,FIN3701A,Corporate Finance,S - SA2 - 5832,41,,,,
2537,NUS Business School,Finance,FIN3701A,Corporate Finance,S - SA3 - 5836,43,,,,
2538,NUS Business School,Finance,FIN3701B,Corporate Finance,S - SB1 - 13644,45,,,,
2539,NUS Business School,Finance,FIN3701B,Corporate Finance,S - SB2 - 13645,45,,,,
2540,NUS Business School,Finance,FIN3702A,"Investment Analysis and PortfolioManagement",S - SA1 - 5840,42,,,,0
2541,NUS Business School,Finance,FIN3702A,"Investment Analysis and PortfolioManagement",S - SA2 - 5845,45,,,,
2542,NUS Business School,Finance,FIN3702B,"Investment Analysis and PortfolioManagement",S - SB1 - 12398,45,,,,
2543,NUS Business School,Finance,FIN3702B,"Investment Analysis and PortfolioManagement",S - SB2 - 12399,45,,,,
2544,NUS Business School,Finance,FIN3702C,"Investment Analysis and PortfolioManagement",S - SC1 - 12400,45,,,,
2545,NUS Business School,Finance,FIN3703A,Financial Markets,S - SA1 - 5861,38,,,,3
2546,NUS Business School,Finance,FIN3703A,Financial Markets,S - SA2 - 5865,43,,,,
2547,NUS Business School,Finance,FIN3703A,Financial Markets,S - SA3 - 5870,44,,,,
2548,NUS Business School,Finance,FIN3703A,Financial Markets,S - SA4 - 12401,45,,,,
2549,NUS Business School,Finance,FIN3703B,Financial Markets,S - SB1 - 5874,45,,,,
2550,NUS Business School,Finance,FIN3703B,Financial Markets,S - SB2 - 5879,42,,,,
2551,NUS Business School,Finance,FIN3711,International Financial Management,S - SA1 - 5885,45,,,,
2552,NUS Business School,Finance,FIN3712,Options and Futures,S - SA1 - 5889,45,,,,
2553,NUS Business School,Finance,FIN3713,Bank Management,S - SA1 - 12679,45,,,,
2554,NUS Business School,Finance,FIN3716,Financial Modelling,S - SA1 - 5899,45,,,,
2555,NUS Business School,Finance,FIN3717,Fixed Income Securities,S - SA1 - 5909,45,,,,
2556,NUS Business School,Finance,FIN3719,Household Finance,S - SA1 - 12680,45,,,,
2557,NUS Business School,Finance,FIN3720,Financial Statement Analysis,S - SA1 - 12832,45,,,,
2558,NUS Business School,Finance,FIN3761A,TIF: Transaction Banking,S - SA1 - 5914,45,,,,
2559,NUS Business School,Finance,FIN4112G,SIF: Private Equity,S - SA1 - 5918,10,,,,
2560,NUS Business School,Finance,FIN4117,"Measuring Success in Philanthropy andImpact Investing",S - SA1 - 5932,10,,,,
2561,NUS Business School,Finance,FIN4118,Equity Research Seminar,S - SA1 - 12681,10,,,,
2562,NUS Business School,Finance,FIN4122,Entrepreneurial Finance,S - SA1 - 5939,10,,,,
2563,NUS Business School,Finance,FIN4123,FinTech Management,S - SA1 - 5943,10,,,,
2564,NUS Business School,Finance,FIN4123,FinTech Management,S - SA2 - 5948,50,,,,
2565,NUS Business School,Finance,FIN4124,FinTech and Financial Data Analytics,S - SA1 - 5951,10,,,,
2566,NUS Business School,Finance,FIN4125,Sustainability and Finance,S - SA1 - 13671,10,,,,
2567,NUS Business School,Finance,FIN4126,"AI, Blockchain and QuantumComputing",S - SA1 - 5956,10,,,,
2568,NUS Business School,Finance,FIN4126,"AI, Blockchain and QuantumComputing",S - SA2 - 12754,10,,,,
2569,NUS Business School,Finance,FIN4715,"Measuring Success in Philanthropy andImpact Investing",S - SA1 - 5964,40,,,,
2570,NUS Business School,Finance,FIN4716,Equity Research Seminar,S - SA1 - 13677,40,,,,
2571,NUS Business School,Finance,FIN4717,Entrepreneurial Finance,S - SA1 - 5971,40,,,,
2572,NUS Business School,Finance,FIN4718,FinTech Management,S - SA1 - 5975,40,,,,
2573,NUS Business School,Finance,FIN4718,FinTech Management,S - SA2 - 5981,40,,,,
2574,NUS Business School,Finance,FIN4719,FinTech and Financial Data Analytics,S - SA1 - 5985,40,,,,
2575,NUS Business School,Finance,FIN4720,Sustainability and Finance,S - SA1 - 13672,40,,,,
2576,NUS Business School,Finance,FIN4721,"AI, Blockchain and QuantumComputing",S - SA1 - 5991,40,,,,
2577,NUS Business School,Finance,FIN4721,"AI, Blockchain and QuantumComputing",S - SA2 - 12755,40,,,,
2578,NUS Business School,Finance,FIN4761A,SIF: Private Equity,S - SA1 - 5995,40,,,,
2579,NUS Business School,"Management &Organisation",BMO6021A,Foundation of Organizational Behavior,S - S01 - 12591,,30,,,
2580,NUS Business School,"Management &Organisation",BZD6011,"ADVANCED QUANTITATIVERESEARCH METHODS",S - S01 - 11264,,13,,0,
2581,NUS Business School,"Management &Organisation",MNO1001X,Management And Organisation,L - LZ1 - 7029,20,,,,
2582,NUS Business School,"Management &Organisation",MNO1706A,Organisational Behavior,S - SA1 - 7051,11,,,,
2583,NUS Business School,"Management &Organisation",MNO1706B,Organisational Behavior,S - SB1 - 7061,3,,,,
2584,NUS Business School,"Management &Organisation",MNO1706C,Organisational Behavior,S - SC1 - 7062,3,,,,
2585,NUS Business School,"Management &Organisation",MNO1706C,Organisational Behavior,S - SC2 - 7064,5,,,,
2586,NUS Business School,"Management &Organisation",MNO1706C,Organisational Behavior,S - SC3 - 12380,5,,,,
2587,NUS Business School,Management &Organisation,MNO1706D,Organisational Behavior,S - SD1 - 7066,5,,,,
2588,NUS Business School,"Management &Organisation",MNO1706E,Organisational Behavior,S - SE1 - 7070,0,,,,
2589,NUS Business School,"Management &Organisation",MNO1706E,Organisational Behavior,S - SE2 - 7072,11,,,,
2590,NUS Business School,"Management &Organisation",MNO1706F,Organisational Behavior,S - SF1 - 13585,2,,,,
2591,NUS Business School,"Management &Organisation",MNO1706F,Organisational Behavior,S - SF2 - 13586,4,,,,
2592,NUS Business School,"Management &Organisation",MNO1706X,Organisational Behavior,L - LZ1 - 7074,50,,,12,9
2593,NUS Business School,"Management &Organisation",MNO2705A,"Leadership and Decision Making underUncertainty",S - SA1 - 7098,1,,,,1
2594,NUS Business School,"Management &Organisation",MNO2705A,"Leadership and Decision Making underUncertainty",S - SA2 - 7102,3,,,,
2595,NUS Business School,"Management &Organisation",MNO2705B,"Leadership and Decision Making underUncertainty",S - SB1 - 7114,3,,,,
2596,NUS Business School,"Management &Organisation",MNO2705C,"Leadership and Decision Making underUncertainty",S - SC1 - 7132,1,,,,
2597,NUS Business School,"Management &Organisation",MNO2705C,"Leadership and Decision Making underUncertainty",S - SC2 - 7136,2,,,,
2598,NUS Business School,"Management &Organisation",MNO2705D,"Leadership and Decision Making underUncertainty",S - SD1 - 12381,18,,,,
2599,NUS Business School,"Management &Organisation",MNO2705D,"Leadership and Decision Making underUncertainty",S - SD2 - 12382,14,,,,
2600,NUS Business School,"Management &Organisation",MNO2705E,"Leadership and Decision Making underUncertainty",S - SE1 - 12383,19,,,,
2601,NUS Business School,"Management &Organisation",MNO2705E,"Leadership and Decision Making underUncertainty",S - SE2 - 12384,17,,,,
2602,NUS Business School,"Management &Organisation",MNO2706,"Business Communication for Leaders(ACC)",S - SA1 - 7140,13,,,,1
2603,NUS Business School,"Management &Organisation",MNO2706,"Business Communication for Leaders(ACC)",S - SA2 - 7143,12,,,,
2604,NUS Business School,"Management &Organisation",MNO2706,"Business Communication for Leaders(ACC)",S - SA3 - 7146,12,,,,
2605,NUS Business School,"Management &Organisation",MNO2706,"Business Communication for Leaders(ACC)",S - SA4 - 7150,11,,,,
2606,NUS Business School,"Management &Organisation",MNO3301,Organisational Behaviour,S - SA1 - 7159,5,,,,
2607,NUS Business School,"Management &Organisation",MNO3301,Organisational Behaviour,S - SA2 - 12385,5,,,,
2608,NUS Business School,"Management &Organisation",MNO3313L,TILHCM: Crisis Management,S - SA1 - 13675,5,,,,
2609,NUS Business School,"Management &Organisation",MNO3322,Negotiations and Bargaining,S - SA1 - 7165,5,,,,
2610,NUS Business School,"Management &Organisation",MNO3322,Negotiations and Bargaining,S - SA2 - 12386,5,,,,
2611,NUS Business School,"Management &Organisation",MNO3323,Management of Employee Relations,S - SA1 - 13647,5,,,,
2612,NUS Business School,"Management &Organisation",MNO3331,Business with a Social Conscience,S - SA1 - 7167,5,,,,
2613,NUS Business School,"Management &Organisation",MNO3333,Human Capital Management,S - SA1 - 7170,5,,,,
2614,NUS Business School,"Management &Organisation",MNO3333,Human Capital Management,S - SA2 - 12428,5,,,,
2615,NUS Business School,"Management &Organisation",MNO3334,Principles of Global Management,S - SA1 - 7174,5,,,,
2616,NUS Business School,Management &Organisation,MNO3701,Human Capital Management,S - SA1 - 7177,42,,,,3
2617,NUS Business School,"Management &Organisation",MNO3701,Human Capital Management,S - SA2 - 12429,45,,,,
2618,NUS Business School,"Management &Organisation",MNO3702,Negotiation and Conflict Management,S - SA1 - 7179,42,,,,0
2619,NUS Business School,"Management &Organisation",MNO3702,Negotiation and Conflict Management,S - SA2 - 12387,45,,,,
2620,NUS Business School,"Management &Organisation",MNO3703,Leading in the 21st Century,S - SA1 - 7182,42,,,,3
2621,NUS Business School,"Management &Organisation",MNO3703,Leading in the 21st Century,S - SA2 - 12388,45,,,,
2622,NUS Business School,"Management &Organisation",MNO3713,Management of Employee Relations,S - SA1 - 12389,45,,,,
2623,NUS Business School,"Management &Organisation",MNO3714,Business with a Social Conscience,S - SA1 - 7184,45,,,,
2624,NUS Business School,"Management &Organisation",MNO3716,Principles of Global Management,S - SA1 - 7187,45,,,,
2625,NUS Business School,"Management &Organisation",MNO3761C,TILHCM: Crisis Management,S - SA1 - 13676,45,,,,
2626,NUS Business School,"Management &Organisation",MNO4313D,"SILHCM: Corp Entrepreneurship & BusiModel Evaluation",S - SA1 - 7194,10,,,,
2627,NUS Business School,"Management &Organisation",MNO4316,"Experiencing Work: Effects on Behaviorand Well-Being",S - SA1 - 7196,10,,,,
2628,NUS Business School,"Management &Organisation",MNO4712,"Experiencing Work: Effects onBehaviour & Well-Being",S - SA1 - 7200,40,,,,
2629,NUS Business School,"Management &Organisation",MNO4861C,"SILHCM: Corp Entrepreneurship & BusiModel Evaluation",S - SA1 - 7202,40,,,,
2630,NUS Business School,Marketing,BMK5203,Research for Marketing Insights,S - S01 - 12690,,50,,,
2631,NUS Business School,Marketing,BMK5204,Marketing Strategy,S - S01 - 13510,,50,,,
2632,NUS Business School,Marketing,BMK5205,Game Theory and Strategic Analysis,S - S01 - 13511,,50,,,
2633,NUS Business School,Marketing,BZD6015,"Economic Models and Experiments inMarketing",S - S01 - 12693,,15,,,
2634,NUS Business School,Marketing,MKT1003X,Principles of Marketing,L - LW1 - 6820,20,,,,
2635,NUS Business School,Marketing,MKT1705A,Principles of Marketing,S - SA1 - 6826,2,,,,
2636,NUS Business School,Marketing,MKT1705B,Principles of Marketing,S - SB1 - 6837,4,,,,
2637,NUS Business School,Marketing,MKT1705B,Principles of Marketing,S - SB2 - 6840,7,,,,
2638,NUS Business School,Marketing,MKT1705B,Principles of Marketing,S - SB3 - 6844,4,,,,
2639,NUS Business School,Marketing,MKT1705C,Principles of Marketing,S - SC1 - 6848,4,,,,
2640,NUS Business School,Marketing,MKT1705C,Principles of Marketing,S - SC2 - 6853,6,,,,
2641,NUS Business School,Marketing,MKT1705C,Principles of Marketing,S - SC3 - 6857,2,,,,
2642,NUS Business School,Marketing,MKT1705D,Principles of Marketing,S - SD1 - 6861,10,,,,
2643,NUS Business School,Marketing,MKT1705E,Principles of Marketing,S - SE1 - 13673,7,,,,
2644,NUS Business School,Marketing,MKT1705E,Principles of Marketing,S - SE2 - 13674,6,,,,
2645,NUS Business School,Marketing,MKT1705X,Principles of Marketing,L - LW1 - 6869,220,,,22,20
2646,NUS Business School,Marketing,MKT2711A,Marketing Venture Challenge,S - SA1 - 13305,50,,,,
2647,NUS Business School,Marketing,MKT2711B,Marketing Venture Challenge,S - SB1 - 13306,50,,,,
2648,NUS Business School,Marketing,MKT3401A,"Marketing Strategy: Analysis andPractice",S - SA1 - 12811,5,,,,
2649,NUS Business School,Marketing,MKT3401A,"Marketing Strategy: Analysis andPractice",S - SA2 - 12812,5,,,,
2650,NUS Business School,Marketing,MKT3401A,"Marketing Strategy: Analysis andPractice",S - SA3 - 12813,5,,,,
2651,NUS Business School,Marketing,MKT3401B,"Marketing Strategy: Analysis andPractice",S - SB1 - 12814,5,,,,
2652,NUS Business School,Marketing,MKT3402A,Consumer Behaviour,S - SA1 - 12408,5,,,,
2653,NUS Business School,Marketing,MKT3402A,Consumer Behaviour,S - SA2 - 12409,5,,,,
2654,NUS Business School,Marketing,MKT3402B,Consumer Behaviour,S - SB1 - 12410,5,,,,
2655,NUS Business School,Marketing,MKT3402B,Consumer Behaviour,S - SB2 - 12853,5,,,,
